=== Starting Judgment Formatting Batch Job ===
(node:50174) Warning: SECURITY WARNING: The SSL modes 'prefer', 'require', and 'verify-ca' are treated as aliases for 'verify-full'.
In the next major version (pg-connection-string v3.0.0 and pg v9.0.0), these modes will adopt standard libpq semantics, which have weaker security guarantees.

To prepare for this change:
- If you want the current behavior, explicitly use 'sslmode=verify-full'
- If you want libpq compatibility now, use 'uselibpqcompat=true&sslmode=require'

See https://www.postgresql.org/docs/current/libpq-ssl.html for libpq SSL mode definitions.
(Use `node --trace-warnings ...` to show where the warning was created)
Found 234837 judgments to format.
Processing in batches of 50...
Progress: 50 / 234837 | Success: 40 | Failed: 10 (0.0%)
Progress: 134250 / 234837 | Success: 128819 | Failed: 5431 (57.2%)
Progress: 134300 / 234837 | Success: 128868 | Failed: 5432 (57.2%)
Progress: 134350 / 234837 | Success: 128917 | Failed: 5433 (57.2%)
Progress: 134400 / 234837 | Success: 128967 | Failed: 5433 (57.2%)
Progress: 134450 / 234837 | Success: 129017 | Failed: 5433 (57.3%)
Progress: 134500 / 234837 | Success: 129067 | Failed: 5433 (57.3%)
Progress: 134550 / 234837 | Success: 129117 | Failed: 5433 (57.3%)
Progress: 134600 / 234837 | Success: 129167 | Failed: 5433 (57.3%)
Progress: 134650 / 234837 | Success: 129217 | Failed: 5433 (57.3%)
Progress: 134700 / 234837 | Success: 129267 | Failed: 5433 (57.4%)
Progress: 134750 / 234837 | Success: 129317 | Failed: 5433 (57.4%)
Progress: 134800 / 234837 | Success: 129367 | Failed: 5433 (57.4%)
Progress: 134850 / 234837 | Success: 129417 | Failed: 5433 (57.4%)
Progress: 134900 / 234837 | Success: 129466 | Failed: 5434 (57.4%)
Progress: 134950 / 234837 | Success: 129515 | Failed: 5435 (57.5%)
Progress: 135000 / 234837 | Success: 129563 | Failed: 5437 (57.5%)
Progress: 135050 / 234837 | Success: 129613 | Failed: 5437 (57.5%)
Progress: 135100 / 234837 | Success: 129663 | Failed: 5437 (57.5%)
Progress: 135150 / 234837 | Success: 129713 | Failed: 5437 (57.6%)
Progress: 135200 / 234837 | Success: 129763 | Failed: 5437 (57.6%)
Progress: 135250 / 234837 | Success: 129812 | Failed: 5438 (57.6%)
Progress: 135300 / 234837 | Success: 129862 | Failed: 5438 (57.6%)
Progress: 135350 / 234837 | Success: 129912 | Failed: 5438 (57.6%)
Progress: 135400 / 234837 | Success: 129962 | Failed: 5438 (57.7%)
Progress: 135450 / 234837 | Success: 130011 | Failed: 5439 (57.7%)
Progress: 135500 / 234837 | Success: 130060 | Failed: 5440 (57.7%)
Progress: 135550 / 234837 | Success: 130109 | Failed: 5441 (57.7%)
Progress: 135600 / 234837 | Success: 130158 | Failed: 5442 (57.7%)
Progress: 135650 / 234837 | Success: 130208 | Failed: 5442 (57.8%)
Progress: 135700 / 234837 | Success: 130258 | Failed: 5442 (57.8%)
Progress: 135750 / 234837 | Success: 130308 | Failed: 5442 (57.8%)
Progress: 135800 / 234837 | Success: 130358 | Failed: 5442 (57.8%)
Progress: 135850 / 234837 | Success: 130408 | Failed: 5442 (57.8%)
Progress: 135900 / 234837 | Success: 130458 | Failed: 5442 (57.9%)
Progress: 135950 / 234837 | Success: 130508 | Failed: 5442 (57.9%)
Progress: 136000 / 234837 | Success: 130558 | Failed: 5442 (57.9%)
Progress: 136050 / 234837 | Success: 130608 | Failed: 5442 (57.9%)
Progress: 136100 / 234837 | Success: 130658 | Failed: 5442 (58.0%)
Progress: 136150 / 234837 | Success: 130707 | Failed: 5443 (58.0%)
Progress: 136200 / 234837 | Success: 130756 | Failed: 5444 (58.0%)
Progress: 136250 / 234837 | Success: 130805 | Failed: 5445 (58.0%)
Progress: 136300 / 234837 | Success: 130855 | Failed: 5445 (58.0%)
Progress: 136350 / 234837 | Success: 130905 | Failed: 5445 (58.1%)
Progress: 136400 / 234837 | Success: 130955 | Failed: 5445 (58.1%)
Progress: 136450 / 234837 | Success: 131005 | Failed: 5445 (58.1%)
Progress: 136500 / 234837 | Success: 131055 | Failed: 5445 (58.1%)
Progress: 136550 / 234837 | Success: 131104 | Failed: 5446 (58.1%)
Progress: 136600 / 234837 | Success: 131154 | Failed: 5446 (58.2%)
Progress: 136650 / 234837 | Success: 131203 | Failed: 5447 (58.2%)
Progress: 136700 / 234837 | Success: 131252 | Failed: 5448 (58.2%)
Progress: 136750 / 234837 | Success: 131301 | Failed: 5449 (58.2%)
Progress: 136800 / 234837 | Success: 131351 | Failed: 5449 (58.3%)
Progress: 136850 / 234837 | Success: 131401 | Failed: 5449 (58.3%)
Progress: 136900 / 234837 | Success: 131451 | Failed: 5449 (58.3%)
Progress: 136950 / 234837 | Success: 131501 | Failed: 5449 (58.3%)
Progress: 137000 / 234837 | Success: 131550 | Failed: 5450 (58.3%)
Progress: 137050 / 234837 | Success: 131599 | Failed: 5451 (58.4%)
Progress: 137100 / 234837 | Success: 131648 | Failed: 5452 (58.4%)
Progress: 137150 / 234837 | Success: 131697 | Failed: 5453 (58.4%)
Progress: 137200 / 234837 | Success: 131745 | Failed: 5455 (58.4%)
Progress: 137250 / 234837 | Success: 131793 | Failed: 5457 (58.4%)
Progress: 137300 / 234837 | Success: 131843 | Failed: 5457 (58.5%)
Progress: 137350 / 234837 | Success: 131893 | Failed: 5457 (58.5%)
Progress: 137400 / 234837 | Success: 131943 | Failed: 5457 (58.5%)
Progress: 137450 / 234837 | Success: 131991 | Failed: 5459 (58.5%)
Progress: 137500 / 234837 | Success: 132039 | Failed: 5461 (58.6%)
Progress: 137550 / 234837 | Success: 132089 | Failed: 5461 (58.6%)
Progress: 137600 / 234837 | Success: 132138 | Failed: 5462 (58.6%)
Progress: 137650 / 234837 | Success: 132187 | Failed: 5463 (58.6%)
Progress: 137700 / 234837 | Success: 132237 | Failed: 5463 (58.6%)
Progress: 137750 / 234837 | Success: 132287 | Failed: 5463 (58.7%)
Progress: 137800 / 234837 | Success: 132336 | Failed: 5464 (58.7%)
Progress: 137850 / 234837 | Success: 132385 | Failed: 5465 (58.7%)
Progress: 137900 / 234837 | Success: 132434 | Failed: 5466 (58.7%)
Progress: 137950 / 234837 | Success: 132484 | Failed: 5466 (58.7%)
Progress: 138000 / 234837 | Success: 132534 | Failed: 5466 (58.8%)
Progress: 138050 / 234837 | Success: 132583 | Failed: 5467 (58.8%)
Progress: 138100 / 234837 | Success: 132633 | Failed: 5467 (58.8%)
Progress: 138150 / 234837 | Success: 132683 | Failed: 5467 (58.8%)
Progress: 138200 / 234837 | Success: 132732 | Failed: 5468 (58.8%)
Progress: 138250 / 234837 | Success: 132778 | Failed: 5472 (58.9%)
Progress: 138300 / 234837 | Success: 132824 | Failed: 5476 (58.9%)
Progress: 138350 / 234837 | Success: 132874 | Failed: 5476 (58.9%)
Progress: 138400 / 234837 | Success: 132924 | Failed: 5476 (58.9%)
Progress: 138450 / 234837 | Success: 132974 | Failed: 5476 (59.0%)
Progress: 138500 / 234837 | Success: 133024 | Failed: 5476 (59.0%)
Progress: 138550 / 234837 | Success: 133074 | Failed: 5476 (59.0%)
Progress: 138600 / 234837 | Success: 133124 | Failed: 5476 (59.0%)
Progress: 138650 / 234837 | Success: 133174 | Failed: 5476 (59.0%)
Progress: 138700 / 234837 | Success: 133224 | Failed: 5476 (59.1%)
Progress: 138750 / 234837 | Success: 133274 | Failed: 5476 (59.1%)
Progress: 138800 / 234837 | Success: 133324 | Failed: 5476 (59.1%)
Progress: 138850 / 234837 | Success: 133374 | Failed: 5476 (59.1%)
Progress: 138900 / 234837 | Success: 133424 | Failed: 5476 (59.1%)
Progress: 138950 / 234837 | Success: 133474 | Failed: 5476 (59.2%)
Progress: 139000 / 234837 | Success: 133523 | Failed: 5477 (59.2%)
Progress: 139050 / 234837 | Success: 133570 | Failed: 5480 (59.2%)
Progress: 139100 / 234837 | Success: 133620 | Failed: 5480 (59.2%)
Progress: 139150 / 234837 | Success: 133670 | Failed: 5480 (59.3%)
Progress: 139200 / 234837 | Success: 133720 | Failed: 5480 (59.3%)
Progress: 139250 / 234837 | Success: 133770 | Failed: 5480 (59.3%)
Progress: 139300 / 234837 | Success: 133819 | Failed: 5481 (59.3%)
Progress: 139350 / 234837 | Success: 133868 | Failed: 5482 (59.3%)
Progress: 139400 / 234837 | Success: 133918 | Failed: 5482 (59.4%)
Progress: 139450 / 234837 | Success: 133968 | Failed: 5482 (59.4%)
Progress: 139500 / 234837 | Success: 134018 | Failed: 5482 (59.4%)
Progress: 139550 / 234837 | Success: 134067 | Failed: 5483 (59.4%)
Progress: 139600 / 234837 | Success: 134117 | Failed: 5483 (59.4%)
Progress: 139650 / 234837 | Success: 134167 | Failed: 5483 (59.5%)
Progress: 139700 / 234837 | Success: 134217 | Failed: 5483 (59.5%)
Progress: 139750 / 234837 | Success: 134267 | Failed: 5483 (59.5%)
Progress: 139800 / 234837 | Success: 134316 | Failed: 5484 (59.5%)
Progress: 139850 / 234837 | Success: 134365 | Failed: 5485 (59.6%)
Progress: 139900 / 234837 | Success: 134413 | Failed: 5487 (59.6%)
Progress: 139950 / 234837 | Success: 134461 | Failed: 5489 (59.6%)
Progress: 140000 / 234837 | Success: 134511 | Failed: 5489 (59.6%)
Progress: 140050 / 234837 | Success: 134561 | Failed: 5489 (59.6%)
Progress: 140100 / 234837 | Success: 134611 | Failed: 5489 (59.7%)
Progress: 140150 / 234837 | Success: 134661 | Failed: 5489 (59.7%)
Progress: 140200 / 234837 | Success: 134711 | Failed: 5489 (59.7%)
Progress: 140250 / 234837 | Success: 134761 | Failed: 5489 (59.7%)
Progress: 140300 / 234837 | Success: 134811 | Failed: 5489 (59.7%)
Progress: 140350 / 234837 | Success: 134861 | Failed: 5489 (59.8%)
Progress: 140400 / 234837 | Success: 134911 | Failed: 5489 (59.8%)
Progress: 140450 / 234837 | Success: 134961 | Failed: 5489 (59.8%)
Progress: 140500 / 234837 | Success: 135011 | Failed: 5489 (59.8%)
Progress: 140550 / 234837 | Success: 135061 | Failed: 5489 (59.9%)
Progress: 140600 / 234837 | Success: 135111 | Failed: 5489 (59.9%)
Progress: 140650 / 234837 | Success: 135161 | Failed: 5489 (59.9%)
Progress: 140700 / 234837 | Success: 135211 | Failed: 5489 (59.9%)
Progress: 140750 / 234837 | Success: 135261 | Failed: 5489 (59.9%)
Progress: 140800 / 234837 | Success: 135311 | Failed: 5489 (60.0%)
Progress: 140850 / 234837 | Success: 135361 | Failed: 5489 (60.0%)
Progress: 140900 / 234837 | Success: 135411 | Failed: 5489 (60.0%)
Progress: 140950 / 234837 | Success: 135461 | Failed: 5489 (60.0%)
Progress: 141000 / 234837 | Success: 135511 | Failed: 5489 (60.0%)
Progress: 141050 / 234837 | Success: 135561 | Failed: 5489 (60.1%)
Progress: 141100 / 234837 | Success: 135611 | Failed: 5489 (60.1%)
Progress: 141150 / 234837 | Success: 135661 | Failed: 5489 (60.1%)
Progress: 141200 / 234837 | Success: 135711 | Failed: 5489 (60.1%)
Progress: 141250 / 234837 | Success: 135761 | Failed: 5489 (60.1%)
Progress: 141300 / 234837 | Success: 135811 | Failed: 5489 (60.2%)
Progress: 141350 / 234837 | Success: 135861 | Failed: 5489 (60.2%)
Progress: 141400 / 234837 | Success: 135911 | Failed: 5489 (60.2%)
Progress: 141450 / 234837 | Success: 135961 | Failed: 5489 (60.2%)
Progress: 141500 / 234837 | Success: 136011 | Failed: 5489 (60.3%)
Progress: 141550 / 234837 | Success: 136061 | Failed: 5489 (60.3%)
Progress: 141600 / 234837 | Success: 136111 | Failed: 5489 (60.3%)
Progress: 141650 / 234837 | Success: 136161 | Failed: 5489 (60.3%)
Progress: 141700 / 234837 | Success: 136211 | Failed: 5489 (60.3%)
Progress: 141750 / 234837 | Success: 136261 | Failed: 5489 (60.4%)
Progress: 141800 / 234837 | Success: 136311 | Failed: 5489 (60.4%)
Progress: 141850 / 234837 | Success: 136361 | Failed: 5489 (60.4%)
Progress: 141900 / 234837 | Success: 136411 | Failed: 5489 (60.4%)
Progress: 141950 / 234837 | Success: 136461 | Failed: 5489 (60.4%)
Progress: 142000 / 234837 | Success: 136511 | Failed: 5489 (60.5%)
Progress: 142050 / 234837 | Success: 136561 | Failed: 5489 (60.5%)
Progress: 142100 / 234837 | Success: 136611 | Failed: 5489 (60.5%)
Progress: 142150 / 234837 | Success: 136661 | Failed: 5489 (60.5%)
Progress: 142200 / 234837 | Success: 136711 | Failed: 5489 (60.6%)
Progress: 142250 / 234837 | Success: 136761 | Failed: 5489 (60.6%)
Progress: 142300 / 234837 | Success: 136811 | Failed: 5489 (60.6%)
Progress: 142350 / 234837 | Success: 136861 | Failed: 5489 (60.6%)
Progress: 142400 / 234837 | Success: 136911 | Failed: 5489 (60.6%)
Progress: 142450 / 234837 | Success: 136961 | Failed: 5489 (60.7%)
Progress: 142500 / 234837 | Success: 137011 | Failed: 5489 (60.7%)
Progress: 142550 / 234837 | Success: 137061 | Failed: 5489 (60.7%)
Progress: 142600 / 234837 | Success: 137111 | Failed: 5489 (60.7%)
Progress: 142650 / 234837 | Success: 137161 | Failed: 5489 (60.7%)
Progress: 142700 / 234837 | Success: 137211 | Failed: 5489 (60.8%)
Progress: 142750 / 234837 | Success: 137261 | Failed: 5489 (60.8%)
Progress: 142800 / 234837 | Success: 137311 | Failed: 5489 (60.8%)
Progress: 142850 / 234837 | Success: 137361 | Failed: 5489 (60.8%)
Progress: 142900 / 234837 | Success: 137411 | Failed: 5489 (60.9%)
Progress: 142950 / 234837 | Success: 137461 | Failed: 5489 (60.9%)
Progress: 143000 / 234837 | Success: 137511 | Failed: 5489 (60.9%)
Progress: 143050 / 234837 | Success: 137561 | Failed: 5489 (60.9%)
Progress: 143100 / 234837 | Success: 137611 | Failed: 5489 (60.9%)
Progress: 143150 / 234837 | Success: 137661 | Failed: 5489 (61.0%)
Progress: 143200 / 234837 | Success: 137711 | Failed: 5489 (61.0%)
Progress: 143250 / 234837 | Success: 137761 | Failed: 5489 (61.0%)
Progress: 143300 / 234837 | Success: 137811 | Failed: 5489 (61.0%)
Progress: 143350 / 234837 | Success: 137861 | Failed: 5489 (61.0%)
Progress: 143400 / 234837 | Success: 137911 | Failed: 5489 (61.1%)
Progress: 143450 / 234837 | Success: 137961 | Failed: 5489 (61.1%)
Progress: 143500 / 234837 | Success: 138011 | Failed: 5489 (61.1%)
Progress: 143550 / 234837 | Success: 138057 | Failed: 5493 (61.1%)
Progress: 143600 / 234837 | Success: 138103 | Failed: 5497 (61.1%)
Progress: 143650 / 234837 | Success: 138149 | Failed: 5501 (61.2%)
Progress: 143700 / 234837 | Success: 138199 | Failed: 5501 (61.2%)
Progress: 143750 / 234837 | Success: 138247 | Failed: 5503 (61.2%)
Progress: 143800 / 234837 | Success: 138295 | Failed: 5505 (61.2%)
Progress: 143850 / 234837 | Success: 138341 | Failed: 5509 (61.3%)
Progress: 143900 / 234837 | Success: 138389 | Failed: 5511 (61.3%)
Progress: 143950 / 234837 | Success: 138437 | Failed: 5513 (61.3%)
Progress: 144000 / 234837 | Success: 138484 | Failed: 5516 (61.3%)
Progress: 144050 / 234837 | Success: 138530 | Failed: 5520 (61.3%)
Progress: 144100 / 234837 | Success: 138576 | Failed: 5524 (61.4%)
Progress: 144150 / 234837 | Success: 138624 | Failed: 5526 (61.4%)
Progress: 144200 / 234837 | Success: 138669 | Failed: 5531 (61.4%)
Progress: 144250 / 234837 | Success: 138717 | Failed: 5533 (61.4%)
Progress: 144300 / 234837 | Success: 138764 | Failed: 5536 (61.4%)
Progress: 144350 / 234837 | Success: 138810 | Failed: 5540 (61.5%)
Progress: 144400 / 234837 | Success: 138855 | Failed: 5545 (61.5%)
Progress: 144450 / 234837 | Success: 138900 | Failed: 5550 (61.5%)
Progress: 144500 / 234837 | Success: 138947 | Failed: 5553 (61.5%)
Progress: 144550 / 234837 | Success: 138994 | Failed: 5556 (61.6%)
Progress: 144600 / 234837 | Success: 139040 | Failed: 5560 (61.6%)
Progress: 144650 / 234837 | Success: 139086 | Failed: 5564 (61.6%)
Progress: 144700 / 234837 | Success: 139136 | Failed: 5564 (61.6%)
Progress: 144750 / 234837 | Success: 139184 | Failed: 5566 (61.6%)
Progress: 144800 / 234837 | Success: 139230 | Failed: 5570 (61.7%)
Progress: 144850 / 234837 | Success: 139275 | Failed: 5575 (61.7%)
Progress: 144900 / 234837 | Success: 139319 | Failed: 5581 (61.7%)
Progress: 144950 / 234837 | Success: 139368 | Failed: 5582 (61.7%)
Progress: 145000 / 234837 | Success: 139416 | Failed: 5584 (61.7%)
Progress: 145050 / 234837 | Success: 139461 | Failed: 5589 (61.8%)
Progress: 145100 / 234837 | Success: 139508 | Failed: 5592 (61.8%)
Progress: 145150 / 234837 | Success: 139554 | Failed: 5596 (61.8%)
Progress: 145200 / 234837 | Success: 139600 | Failed: 5600 (61.8%)
Progress: 145250 / 234837 | Success: 139644 | Failed: 5606 (61.9%)
Progress: 145300 / 234837 | Success: 139694 | Failed: 5606 (61.9%)
Progress: 145350 / 234837 | Success: 139742 | Failed: 5608 (61.9%)
Progress: 145400 / 234837 | Success: 139790 | Failed: 5610 (61.9%)
Progress: 145450 / 234837 | Success: 139838 | Failed: 5612 (61.9%)
Progress: 145500 / 234837 | Success: 139887 | Failed: 5613 (62.0%)
Progress: 145550 / 234837 | Success: 139936 | Failed: 5614 (62.0%)
Progress: 145600 / 234837 | Success: 139985 | Failed: 5615 (62.0%)
Progress: 145650 / 234837 | Success: 140032 | Failed: 5618 (62.0%)
Progress: 145700 / 234837 | Success: 140078 | Failed: 5622 (62.0%)
Progress: 145750 / 234837 | Success: 140123 | Failed: 5627 (62.1%)
Progress: 145800 / 234837 | Success: 140167 | Failed: 5633 (62.1%)
Progress: 145850 / 234837 | Success: 140216 | Failed: 5634 (62.1%)
Progress: 145900 / 234837 | Success: 140263 | Failed: 5637 (62.1%)
Progress: 145950 / 234837 | Success: 140309 | Failed: 5641 (62.1%)
Progress: 146000 / 234837 | Success: 140353 | Failed: 5647 (62.2%)
Progress: 146050 / 234837 | Success: 140397 | Failed: 5653 (62.2%)
Progress: 146100 / 234837 | Success: 140445 | Failed: 5655 (62.2%)
Progress: 146150 / 234837 | Success: 140491 | Failed: 5659 (62.2%)
Progress: 146200 / 234837 | Success: 140537 | Failed: 5663 (62.3%)
Progress: 146250 / 234837 | Success: 140587 | Failed: 5663 (62.3%)
Progress: 146300 / 234837 | Success: 140635 | Failed: 5665 (62.3%)
Progress: 146350 / 234837 | Success: 140682 | Failed: 5668 (62.3%)
Progress: 146400 / 234837 | Success: 140727 | Failed: 5673 (62.3%)
Progress: 146450 / 234837 | Success: 140776 | Failed: 5674 (62.4%)
Progress: 146500 / 234837 | Success: 140825 | Failed: 5675 (62.4%)
Progress: 146550 / 234837 | Success: 140872 | Failed: 5678 (62.4%)
Progress: 146600 / 234837 | Success: 140919 | Failed: 5681 (62.4%)
Progress: 146650 / 234837 | Success: 140968 | Failed: 5682 (62.4%)
Progress: 146700 / 234837 | Success: 141016 | Failed: 5684 (62.5%)
Progress: 146750 / 234837 | Success: 141064 | Failed: 5686 (62.5%)
Progress: 146800 / 234837 | Success: 141112 | Failed: 5688 (62.5%)
Progress: 146850 / 234837 | Success: 141160 | Failed: 5690 (62.5%)
Progress: 146900 / 234837 | Success: 141207 | Failed: 5693 (62.6%)
Progress: 146950 / 234837 | Success: 141254 | Failed: 5696 (62.6%)
Progress: 147000 / 234837 | Success: 141300 | Failed: 5700 (62.6%)
Progress: 147050 / 234837 | Success: 141348 | Failed: 5702 (62.6%)
Progress: 147100 / 234837 | Success: 141395 | Failed: 5705 (62.6%)
Progress: 147150 / 234837 | Success: 141440 | Failed: 5710 (62.7%)
Progress: 147200 / 234837 | Success: 141485 | Failed: 5715 (62.7%)
Progress: 147250 / 234837 | Success: 141530 | Failed: 5720 (62.7%)
Progress: 147300 / 234837 | Success: 141580 | Failed: 5720 (62.7%)
Progress: 147350 / 234837 | Success: 141627 | Failed: 5723 (62.7%)
Progress: 147400 / 234837 | Success: 141671 | Failed: 5729 (62.8%)
Progress: 147450 / 234837 | Success: 141715 | Failed: 5735 (62.8%)
Progress: 147500 / 234837 | Success: 141764 | Failed: 5736 (62.8%)
Progress: 147550 / 234837 | Success: 141813 | Failed: 5737 (62.8%)
Progress: 147600 / 234837 | Success: 141860 | Failed: 5740 (62.9%)
Progress: 147650 / 234837 | Success: 141908 | Failed: 5742 (62.9%)
Progress: 147700 / 234837 | Success: 141955 | Failed: 5745 (62.9%)
Progress: 147750 / 234837 | Success: 141999 | Failed: 5751 (62.9%)
Progress: 147800 / 234837 | Success: 142043 | Failed: 5757 (62.9%)
Progress: 147850 / 234837 | Success: 142093 | Failed: 5757 (63.0%)
Progress: 147900 / 234837 | Success: 142142 | Failed: 5758 (63.0%)
Progress: 147950 / 234837 | Success: 142188 | Failed: 5762 (63.0%)
Progress: 148000 / 234837 | Success: 142233 | Failed: 5767 (63.0%)
Progress: 148050 / 234837 | Success: 142276 | Failed: 5774 (63.0%)
Progress: 148100 / 234837 | Success: 142324 | Failed: 5776 (63.1%)
Progress: 148150 / 234837 | Success: 142370 | Failed: 5780 (63.1%)
Progress: 148200 / 234837 | Success: 142413 | Failed: 5787 (63.1%)
Progress: 148250 / 234837 | Success: 142462 | Failed: 5788 (63.1%)
Progress: 148300 / 234837 | Success: 142510 | Failed: 5790 (63.2%)
Progress: 148350 / 234837 | Success: 142558 | Failed: 5792 (63.2%)
Progress: 148400 / 234837 | Success: 142604 | Failed: 5796 (63.2%)
Progress: 148450 / 234837 | Success: 142652 | Failed: 5798 (63.2%)
Progress: 148500 / 234837 | Success: 142698 | Failed: 5802 (63.2%)
Progress: 148550 / 234837 | Success: 142743 | Failed: 5807 (63.3%)
Progress: 148600 / 234837 | Success: 142787 | Failed: 5813 (63.3%)
Progress: 148650 / 234837 | Success: 142836 | Failed: 5814 (63.3%)
Progress: 148700 / 234837 | Success: 142884 | Failed: 5816 (63.3%)
Progress: 148750 / 234837 | Success: 142932 | Failed: 5818 (63.3%)
Progress: 148800 / 234837 | Success: 142982 | Failed: 5818 (63.4%)
Progress: 148850 / 234837 | Success: 143032 | Failed: 5818 (63.4%)
Progress: 148900 / 234837 | Success: 143081 | Failed: 5819 (63.4%)
Progress: 148950 / 234837 | Success: 143129 | Failed: 5821 (63.4%)
Progress: 149000 / 234837 | Success: 143177 | Failed: 5823 (63.4%)
Progress: 149050 / 234837 | Success: 143226 | Failed: 5824 (63.5%)
Progress: 149100 / 234837 | Success: 143273 | Failed: 5827 (63.5%)
Progress: 149150 / 234837 | Success: 143321 | Failed: 5829 (63.5%)
Progress: 149200 / 234837 | Success: 143368 | Failed: 5832 (63.5%)
Progress: 149250 / 234837 | Success: 143414 | Failed: 5836 (63.6%)
Progress: 149300 / 234837 | Success: 143463 | Failed: 5837 (63.6%)
Progress: 149350 / 234837 | Success: 143511 | Failed: 5839 (63.6%)
Progress: 149400 / 234837 | Success: 143561 | Failed: 5839 (63.6%)
Progress: 149450 / 234837 | Success: 143610 | Failed: 5840 (63.6%)
Progress: 149500 / 234837 | Success: 143658 | Failed: 5842 (63.7%)
Progress: 149550 / 234837 | Success: 143706 | Failed: 5844 (63.7%)
Progress: 149600 / 234837 | Success: 143753 | Failed: 5847 (63.7%)
Progress: 149650 / 234837 | Success: 143799 | Failed: 5851 (63.7%)
Progress: 149700 / 234837 | Success: 143844 | Failed: 5856 (63.7%)
Progress: 149750 / 234837 | Success: 143894 | Failed: 5856 (63.8%)
Progress: 149800 / 234837 | Success: 143944 | Failed: 5856 (63.8%)
Progress: 149850 / 234837 | Success: 143993 | Failed: 5857 (63.8%)
Progress: 149900 / 234837 | Success: 144041 | Failed: 5859 (63.8%)
Progress: 149950 / 234837 | Success: 144085 | Failed: 5865 (63.9%)
Progress: 150000 / 234837 | Success: 144132 | Failed: 5868 (63.9%)
Progress: 150050 / 234837 | Success: 144177 | Failed: 5873 (63.9%)
Progress: 150100 / 234837 | Success: 144219 | Failed: 5881 (63.9%)
Progress: 150150 / 234837 | Success: 144261 | Failed: 5889 (63.9%)
Progress: 150200 / 234837 | Success: 144308 | Failed: 5892 (64.0%)
Progress: 150250 / 234837 | Success: 144353 | Failed: 5897 (64.0%)
Progress: 150300 / 234837 | Success: 144397 | Failed: 5903 (64.0%)
Progress: 150350 / 234837 | Success: 144438 | Failed: 5912 (64.0%)
Progress: 150400 / 234837 | Success: 144486 | Failed: 5914 (64.0%)
Progress: 150450 / 234837 | Success: 144532 | Failed: 5918 (64.1%)
Progress: 150500 / 234837 | Success: 144578 | Failed: 5922 (64.1%)
Progress: 150550 / 234837 | Success: 144622 | Failed: 5928 (64.1%)
Progress: 150600 / 234837 | Success: 144669 | Failed: 5931 (64.1%)
Progress: 150650 / 234837 | Success: 144714 | Failed: 5936 (64.2%)
Progress: 150700 / 234837 | Success: 144756 | Failed: 5944 (64.2%)
Progress: 150750 / 234837 | Success: 144796 | Failed: 5954 (64.2%)
Progress: 150800 / 234837 | Success: 144845 | Failed: 5955 (64.2%)
Progress: 150850 / 234837 | Success: 144892 | Failed: 5958 (64.2%)
Progress: 150900 / 234837 | Success: 144939 | Failed: 5961 (64.3%)
Progress: 150950 / 234837 | Success: 144985 | Failed: 5965 (64.3%)
Progress: 151000 / 234837 | Success: 145031 | Failed: 5969 (64.3%)
Progress: 151050 / 234837 | Success: 145076 | Failed: 5974 (64.3%)
Progress: 151100 / 234837 | Success: 145121 | Failed: 5979 (64.3%)
Progress: 151150 / 234837 | Success: 145170 | Failed: 5980 (64.4%)
Progress: 151200 / 234837 | Success: 145218 | Failed: 5982 (64.4%)
Progress: 151250 / 234837 | Success: 145264 | Failed: 5986 (64.4%)
Progress: 151300 / 234837 | Success: 145306 | Failed: 5994 (64.4%)
Progress: 151350 / 234837 | Success: 145353 | Failed: 5997 (64.4%)
Progress: 151400 / 234837 | Success: 145397 | Failed: 6003 (64.5%)
Progress: 151450 / 234837 | Success: 145439 | Failed: 6011 (64.5%)
Progress: 151500 / 234837 | Success: 145479 | Failed: 6021 (64.5%)
Progress: 151550 / 234837 | Success: 145528 | Failed: 6022 (64.5%)
Progress: 151600 / 234837 | Success: 145575 | Failed: 6025 (64.6%)
Progress: 151650 / 234837 | Success: 145621 | Failed: 6029 (64.6%)
Progress: 151700 / 234837 | Success: 145666 | Failed: 6034 (64.6%)
Progress: 151750 / 234837 | Success: 145713 | Failed: 6037 (64.6%)
Progress: 151800 / 234837 | Success: 145759 | Failed: 6041 (64.6%)
Progress: 151850 / 234837 | Success: 145805 | Failed: 6045 (64.7%)
Progress: 151900 / 234837 | Success: 145853 | Failed: 6047 (64.7%)
Progress: 151950 / 234837 | Success: 145901 | Failed: 6049 (64.7%)
Progress: 152000 / 234837 | Success: 145950 | Failed: 6050 (64.7%)
Progress: 152050 / 234837 | Success: 145998 | Failed: 6052 (64.7%)
Progress: 152100 / 234837 | Success: 146044 | Failed: 6056 (64.8%)
Progress: 152150 / 234837 | Success: 146088 | Failed: 6062 (64.8%)
Progress: 152200 / 234837 | Success: 146138 | Failed: 6062 (64.8%)
Progress: 152250 / 234837 | Success: 146187 | Failed: 6063 (64.8%)
Progress: 152300 / 234837 | Success: 146235 | Failed: 6065 (64.9%)
Progress: 152350 / 234837 | Success: 146284 | Failed: 6066 (64.9%)
Progress: 152400 / 234837 | Success: 146331 | Failed: 6069 (64.9%)
Progress: 152450 / 234837 | Success: 146375 | Failed: 6075 (64.9%)
Progress: 152500 / 234837 | Success: 146417 | Failed: 6083 (64.9%)
Progress: 152550 / 234837 | Success: 146455 | Failed: 6095 (65.0%)
Progress: 152600 / 234837 | Success: 146501 | Failed: 6099 (65.0%)
Progress: 152650 / 234837 | Success: 146547 | Failed: 6103 (65.0%)
